DP212951,CHARMAINE PLASTIC PRODUCTS,"408 8th Ave. corner 7thStreet, Kalookan City",,363-8830,30,103-762-834-000 VAT,103-762-834-000
DP212952,MUNICIPALITY OF PANGIL LAGUNA,,,,0,,
DP212953,FGBA,,,,0,,
DP212954,RIZALINA DIONISIO,,,,0,,
DP212955,"LEO'S AUTO REPAIR SHOP, INC.",c/o Cebu depot,,,0,223-038-655-000 VAT,223-038-655-000
DP212956,KEY WATER STORE,"156 J.P. RIZAL ST.,PROJECT 4, QUEZON CITY",,913-4375,0,,
DP212957,CEBU ASSOCIATION OF VETERINARY SALES FORCES,,,,0,,
DP212958,"MEDICARD PHILIPPINES, INC.","SALCEDO VILLAGE, MAKATICITY",,884-9999,0,000-476-995-000 VAT,
DP212959,JOHN ROBERT D. BAYANID,,,,0,,
DP212960,MARLO S. AVILA,,,,0,,
DP212961,SAD SQUARE POULTRY SUPPLY,"Tanza, Cavite",,,0,,
DP212962,NAGA NTE TRADING,"Stall 369, Naga PublicMarket, Naga City",,,0,,
DP212963,SOLIDWEST POULTRY SUPPLY,,,,0,,
DP212964,JONATHAN E. ESGUERRA (QC-HALL BPLO DEPT.),,,,0,,
DP212965,PAPVI  INC.,,,,0,,
DP212966,XXXGEORGITO GUANZON,,,,0,,
DP212967,ENGR. REYDEMTO P. CERICOS,,,,0,,
DP212968,GILBERT TOPANG,,,,0,,
DP212969,PAUL JOHN O. ESMALDE,,,,0,,
DP212970,BANAWE MOTOR PARTS,286 Banawe St. Q.C.,,,0,111-301-482-002 NON VAT,
DP212971,ALICE GUZMAN,,,,0,,
DP212972,TADEO RAMON G. LARA,,,,0,,
DP212973,ANVAYA COVE BEACH & NATURE CLUB,,,,0,,
DP212974,"VISAYAN ELECTRIC COMPANY, INC.",,,,0,,
DP212975,JESUS B. VILLOSILLO,Masbate City,,,0,,
DP212976,XXXXXXXXXXXXXXJUNE REY M. RIVAS,Logistic,,,0,,
DP212977,ACE CENTER FOR ENTERPRENEURSHIP & MANAGEMENT,,,,0,006-798-063-000 VAT,006-798-063-000
DP212978,ASERCO,833 Sheridan St.Mandaluyong City,,,0,000-050-365-000 VAT,000-050-365-000
DP212979,ZAMVI REF. & AIRCONDITIONING SERVICES,"Pinagbuhatan, Pasig City",,,0,223-407-719 NON VAT,
DP212980,JBY INDUSTRIAL SUPPLY AND SERVICES,Brgy. Mayapa Calamba City,,,0,134-518-974-000 NON VAT,
DP212981,XXXEYL MANANGUIT,,,,0,,
DP212982,C A S H,,,,0,,
DP212983,VIRGILIO MERSONIA,,,,0,,
DP212984,"CHESON CONTROLS CENTER, INC.",660 T. Alonzo St.Sta. Cruz Manila,,,30,216-148-521-001 VAT,216-148-521-001
DP212985,IMELDA BALIWAGAN,,,,0,,
DP212986,"DIGITEL MOBILE PHILIPPINES, INC.","Ortigas Avenue,Quezon City",,,0,215-398-626-000 VAT,215-398-626-000
DP212987,XXXX DON  J. PERONO,,,,0,,
DP212988,JOANNA FE  D. POLIQUIT,,,,0,,
DP212989,PHIL.INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANT,,,,0,,
DP212990,JERRY NICOLAS M. GIMOTEA,,,,0,,
DP212991,IRIS DE LUNA,,,,0,,
DP212992,MIGATSU ENTERPRISE,"B22 L2227 PHVI MABUHAYCITY, CABUYAO, LAGUNA",RENE ALAO TANASAS,,60,202-454-440-000 VAT,202-454-440-000 VAT
DP212993,STANDARD REFRIGERATION SUPPLY,"746 G. Puyat St.,Quiapo, Manila",,,0,103-763-245-000 VAT,103-763-245-000
DP212994,SONJU ENGINEERING SERVICES,South City Homes Binan,,,0,215-473-011-000 VAT,215-473-011-000
DP212995,WAN SANG TRADING,Canlalay Binan Laguna,,,30,235-547-194-000 VAT,235-547-194-000
DP212996,JDR ARCEGA'S TRADING,"BENIGNO AQUINO AVENUE,BAGONG NAYON, BALIUAG,BULACAN",EMERSON CHUA,766-2739,30,001-045-108 VAT,001-045-108 VAT
DP212997,MICHELLE NIEVA,H.O. - OTC,,,0,,
DP212998,ACD ENTERPRISES,N/A,JULIET DIMARANAN,,0,,
DP212999,VICE MAYOR LEAGUE OF THE PHILS. NEGROS OCC CH,C/O CHE CORRAL,C/O CHE CORRAL,,0,,
DP213000,XXXYGNACIUS B. IGNACIO,,,,0,,
DP213001,BENJAMIN A. TIUSEN JR.,,,,0,,
DP213002,RLA PETRON SERVICE STATION,"Binan, Laguna",,,0,217-278-862-000 VAT,217-278-862-000
DP213003,M-GAS (CASH),,,,0,,
DP213004,A.A. POULTRY SUPPLY,Cabanatuan CityNueva Ecija,,,0,,
DP213005,MELISSA LATADA,South Mindanao,,,0,,
DP213006,REMAR HERMORA,North Mindanao,,,0,,
DP213007,DANRON ENTERPRISES,"65 15th Avenue, SocorroMurphy, Q.C.",,,0,101-335-389-000 VAT,101-335-389-000
DP213008,DOTGAIN DIGITAL PRINTING,Q. C.,,,0,222-227-514-000 VAT,222-227-514-000
DP213009,JENERY ORTIZANO,Cebu / Bohol,,,0,,
DP213010,CATS MOTORS INC.,"1008 EDSA GreenhillsSan Juan, Metro Manila",,,0,728-289-000 VAT,728-289-000
DP213011,"PJL AUTO CENTER, INC.",Bacolod City,,,0,005-432-697 VAT,005-432-697
DP213012,PACIA GENERAL MERCHANDISE,"Pasilio A Stall 15171188 Shopping Mall ReynaRehente, Binondo Manila",,,0,264-836-608-000 VAT (8/13,264-836-608-000 VAT
DP213013,"COPYLANDIA OFFICE SYSTEMS, CORP.",Cebu,,,0,002-332-000-007 VAT,002-332-000-007
DP213014,XXXISAAC D. DARGANTES,BINAN,,,0,,
DP213015,JICK STAR TRADING,,,,0,,
DP213016,JUANITO LEPITEN,Samar,,,0,,
DP213017,JOSEPH NIEVE LAURON,Leyte,,,0,,
DP213018,"HALSTON GARMENTS, INC.",3927 L. Roces St. SantolAve. Sta. Mesa Manila,,713-6385,0,000-082-081-000 VAT,000-082-081-000
DP213019,JLC IT SOLUTIONS RESOURCE (XEOZONE INC.),"UP Technology, ParkComplex Suite 121 C.P.Garcia Ave. Diliman, Q.C.",,,0,,
DP213020,RANDY SINGSON,ILOILO,,,0,,
DP213021,XXXKATHERINE OLIVEROS,,,,0,,
DP213022,XXXLEA KATRINA J. MAGPANTAY,,,,0,,
DP213023,C.A. LAFUENTE HARDWARE,,,,0,,
DP213024,FRANCHESCO SARGENTO,BINAN,,,0,,
DP213025,GAERLAN MANUFACTURING INCORPORATED,"17 Pangilinan Avenue,Pangilinan Compound,Quezon City",,927-2149,0,216-648-101-000 VAT,216-648-101-000
DP213026,ELOISA E. ORODIO / MARYLINDA O. VEGAFRIA,,,,0,,
DP213027,CITGO PHILIPPINES ENTERPRISES,,,,0,000-200-986-000 VAT,000-200-986-000
DP213028,XXXMARIANO F. CHU,,,,0,,
DP213029,RYAN H. DOMALAON,,,,0,,
DP213030,LAGUNA FRESH CAR AIR-CON,20k St. Joseph CommercialNational HighwayBinan Laguna,,049-839-2911,0,913-265-109 NON VAT,
DP213031,"XXRIQUE Y. CASTILLO, JR. AND NELSON A. TEE",,,,0,,
DP213032,XXXAPOLONIO REYES,,,,0,,
DP213033,NEW YORK MEDICAL-DENTAL LABORATORY CORP.,"G/F Victoriana Bldg.EDSA Avenue, Quezon City",,912-9607,0,237-452-431-000 VAT,237-452-431-000
DP213034,"CENTRAL NEGROS ELECTRIC COOPERATIVE, INC.",c/o Francis Corral,,,0,,
DP213035,RONALD FUENTES,Southern Mindanao,,,0,,
DP213036,KRISTOPHERIAN MENGUEZ,Eastern Mindanao,,,0,,
DP213037,ROSEMARIE SALVIO-LEONIDA,,,,0,116-243-200,
DP213038,SEPTEMBER AUTO SUPPLY,Caloocan City,,,30,123-468-101-000 VAT,123-468-101-000
DP213039,"ECO-TECH APPLIANCE CIRCLE, INC.",Cebu,,,0,004-274-181-000 VAT,004-274-181-000
DP213040,PILIPINAS GAMEFOWL BREEDERS DERBY ASSOCIATION,,,,0,,
DP213041,TELEWARE PLASTIC STORE,"Cubao, Quezon City",,,0,104-446-006-006 NON VAT,
DP213042,RYAN B. BEQUILLO,BINAN,,,0,,
DP213043,JADE H. GARADO,,,,0,,
DP213044,MARK RONALD  CO,,,,0,,
DP213045,PARAMOUNT LIFE & GENERAL INSURANCE CORP.,Makati City,,,0,,
DP213046,PLASTIMER INDUSTRIAL CORPORATION,"25 T. Santiago, CanumayValenzuela Metro Manila",,,30,000-232-814-000 VAT,000-232-814-000
DP213047,XXXDR. RICAREDO M. LAYNO III,TSR - SWINE  CDO,,,0,,
DP213048,REYMOND D. VILLANUEVA,TSR - OTC  DAVAO,,,0,,
DP213049,HM MARKETING,"Cubao, Quezon City",,,0,104-022-643-000 VAT,104-022-643-000
DP213050,M. BARCELONA PAINT CENTER & GEN. MERCHANDISE,"Platero, Binan Laguna",,,30,191-045-767-000 VAT,191-045-767-000
DP213051,EXCLUSIVE TRADERS INC.,"Rm.515 P.delos Reyes Bldg232 Juan Luna St., Brgy.287, Binondo, Manila",,,30,000-330-890-000 VAT,000-330-890-000
DP213052,DALISAY PHILIPPINES CORPORATION,112 J L ESCODA ST SRVNAVOTAS MM 1485,,,30,228-049-277-000 VAT,228-049-277-000
DP213053,BUTUAN AGRI,Davao,,,0,,
DP213054,ATLASIGNS CENTER,"Tandang Sora, Quezon City",,,0,136-382-578-000 VAT,136-382-578-000
DP213055,QUINTESSENCE LIGHTING SYSTEMS,"158 N. Domingo St.,San Juan Metro Manila",,,7,129-005-434-000 VAT,129-005-434-000
DP213056,C&K POULTRY SUPPLY,,,,0,,
DP213057,ACCUBAR TECHNOLOGIES,"Cubao, Quezon City",,,0,,
DP213058,HI-SCALE TRADING,59 Loyola St. MaduyaCarmona Cavite,,,0,118-956-816-002 VAT,118-956-816-002
DP213059,MICRO QUADKEYS CORPORATION,"Unit 1821 Herrea Tower,Herrera St., cor. ValeroSt. Salcedo Vill. Makati",ELVY A. ONAS,555-1819,30,008-056-050-000 VAT,008-056-050-000
DP213060,MARLON NITURA,,,,0,,
DP213061,XXXRHODEN M. PAREDES,Merchandizer - CARAGA,,,0,,
DP213062,HANMIL PLASTIC CENTER AND GENERAL MERCHANDISE,468 Ilang-Ilang cor.Lavezares Sts. Brgy. 281San Nicolas Manila,,,0,100-866-803-000 VAT,100-866-803-000
DP213063,MICHELLE MARIE C. ANG,,,,0,236-273-572-000,
DP213064,AL REYAN  C. ANG,,,,0,192-227-022-000,
DP213065,ALETH S. SEE,,,,0,132-778-692-000,
DP213066,EMERSON O. CHUA,,,,0,225-306-336-000,
DP213067,REYNALDO ADZUARA,,,,0,,
DP213068,D' ARANETA PLASTIC CENTER,"#6 Session Rd., AranetaCenter, Cubao, Q.C.",,913-72-14,0,104-029-967-000 VAT,104-029-967-000
DP213069,"AAPLINGKOD, INC.","#682 Aurora Boulevard,Brgy. Valencia,Quezon City",,,0,007-314-165-000 VAT,007-314-165-000
DP213070,DANIEL A. CERILLO,,,,0,,
DP213071,XXXPHILIP JOSEPH NAMA,,,,0,,
DP213072,JUANITA M. GONZALES,N/A,,,0,,
DP213073,XXXAYC/AJF OR LYC/ESS,,,,0,,
DP213074,JAN ALEXANDER Y. ONG,,,,0,,
DP213075,SV MIMEOGRAPHING SERVICES,"2145 Legarda St., QuiapoManila",MR. SAMMY,309-7591,0,004-574-625 VAT,004-574-625
DP213076,ABE'S TIRE SUPPLY,MJ Cuenco Cebu City,,,0,,
DP213077,SONJU ENTERPRISES,"Marinig Cabuyao, Laguna",,,0,191-051-067-000 NON VAT,
DP213078,XXXGERARDO DELA CRUZ,,,,0,,
DP213079,PMAP,,,,0,,
DP213080,PCPI,,,,0,,
DP213081,JOCELYN A. PESITO,,,,0,,
DP213082,JENIFER V. CRISOSTOMO,,,,0,,
DP213083,BAIEA,,,,0,,
DP213084,KALFI,,,,0,,
DP213085,JETHRO L. CASTRO,"Diliman, Q. C.",,,0,,
DP213086,"FAMILIA COMMUNITY FOUNDATION, INC.","Sta. Mesa, Manila",,,0,,
DP213087,MA. THERESA M. ANTONIO,,,,0,,
DP213088,ULTRIUM CORPORATION,"Sta. Ana Avenue, DavaoCity",,,0,006-040-086-000 VAT,006-040-086-000
DP213089,"VIVENCIO BEATO, JR.",,,,0,,
DP213090,B.A. ORIENTAL TIRE SUPPLY,Brgy. TaculingBacolod City,,,30,135-514-531-000 VAT,135-514-531-000
DP213091,PHILIPPINE DAILY INQUIRER,"Pasong Tamo, Makati City",,,0,000-803-607-000 VAT,000-803-607-000
DP213092,XXXXSSA ENTERPRISES,"Diversion Road, MasbateCity",,,0,915-908-092-000 NV,
DP213093,BF AUTO PARTS CENTER,"69 Aguirre Ave., BF HomesParanaque City",,,0,103-772-837-000 VAT,103-772-837-000
DP213094,XXXMICHAEL ISIDRO,,,,0,,
DP213095,TECHNIX SOLUTIONS,"Cubao, Quezon City",,,0,911-122-867-000 VAT,911-122-867-000
DP213096,XXXAUREL T. ESIDERA,,,,0,,
DP213097,DANASIA INCORPORATED,"2231 2/F Molave Bldg.Chino Roces Ave. SanLorenzo, Makati City",,,0,002-727-423-000 VAT,002-727-423-000
DP213098,OUR LADY OF THE BLESSED SACRAMENT,Quezon City,,,0,,
DP213099,XXXXREV. FR. BEL  SAN LUIS,Quezon City,,,0,,
DP213100,"MISSION COMMUNICATIONS FOUNDATION, INC.","1101 E. Rodriguez Sr.Avenue, Quezon City",,,0,,
DP213101,LDI - SWINE,,,,0,,
DP213102,"PEARL-CHEM ASIA, INC.",37 Igdalig St. ManresaQuezon City,,,45,006-887-110-000 VAT,006-887-110-000
DP213103,"UNITED ASIA AUTOMOTIVE GROUP, INC.","707 A. Bonifacio Ave.,Quezon City",,,0,006-587-333-000 NON-VAT,
DP213104,GRC CAR AIR-CON AND SERVICE CENTER,"94-A 20th Ave., DioquinoZobel Cubao, Quezon City",,,0,180-123-670-000 VAT,180-123-670-000
DP213105,3D'S & E FLEET MAINTENANCE & ENGINEERING,Prk. HerbabuenaCircumferential RoadVillamonte Bacolod City,,,0,128-166-310-000 VAT,128-166-310-000
DP213106,CATALINO TRADING,Ormoc City,,,0,,
DP213107,N.H. MOTOR SALES,"Quezon St., Iloilo City",,,0,102-273-766-000 VAT,102-273-766-000
DP213108,ANB ENTERPRISE & SERVICE CENTER,Cebu City,,,0,191-824-862-000 VAT,191-824-862-000
DP213109,CWL ARCHDIOCESE OF MANILA,,,,0,,
DP213110,ALLIED INDUSTRIAL MACHINERY SERVICES,"Blk.26 Lot 6, Navarro St.Maligaya Park Subd.CAloocan City",,,30,227-263-919-000 VAT,227-263-919-000
DP213111,XXXKHRIST ANNE  NOLASCO,,,,0,,
DP213112,EDILBERT CHUA,,,,0,208-445-530-000,
DP213113,EJS AUTO ELECTRICAL & VULCANIZING SHOP,"20th Avenue MurphyCubao, Quezon City",,,0,243-769-429-000 NON VAT,
DP213114,"MICROSTATION COMPUTER CENTER, INC.","Greenhills, San Juan",,,30,,
DP213115,COCKHAUS POULTRY AND AGRIVET,,,,0,,
DP213116,CAPAS FEEDS AND VET SUPPLY,,,,0,,
DP213117,DIMDI,Davao,,,0,,
DP213118,TADEO LARA - PCF BINAN,,,,0,,
DP213119,DEANNO MACAPILI - PURCH. DEPT. PCF,,,,0,,
DP213120,DSS MARKETING,846 Gov. Chavez St.Davao City 8000,,,0,105-287-094-000 VAT,105-287-094-000
DP213121,XXXELBERT BACSAIN,,,,0,,
DP213122,XXXMYRA FRANCISCO,,,,0,,
DP213123,"MICAH MOTOR, INC.","2307 Don Chino RocesAvenue, Makati City",,867-8133 -87,0,237-711-575-001 VAT,237-711-575-001
DP213124,XXXGERALD C SUMADIC,,,,0,,
DP213125,"CAGAYAN ELECTRIC POWER & LIGHT CO., INC.",CDO Depot,,,0,,
DP213126,XXXMARICAR C. ABLAO,,,,0,,
DP213127,RONNIE LASTROLLOXXXX,,,,0,,
DP213128,FULL THROTTLE ACCESSORIES CENTER,Cagayan de Oro City,,,0,921-808-475-000 VAT,921-808-475-000
DP213129,K5 MAXSPEED TIRE CENTER,"286 P. Tuazon St.,Cubao, Q. C.",,,0,248-964-041-000 VAT,248-964-041-000
DP213130,REACH MED PHARMA,"Banawe, Quezon City",,,0,,
DP213131,POWERMAX CONSULTING GROUP INC.,"Ortigas Center,Pasig City",,,0,006-672-834-000 VAT,006-672-834-000
DP213132,"CARBAYAN SALES, INC.",1253 Amang Rodriquez Ave.Dela Paz Pasig City,,,0,008-073-880-000 VAT,008-073-880-000
DP213133,R.B. HEATER PRODUCT,121 P. Jacinto St. cor.B. Serrano Grace ParkCaloocan City,,,0,103-758-598-000 VAT,103-758-598-000
DP213134,XXMIKE TABON,,,,0,,
DP213135,BON INDUSTRIAL SALES,"35 Macopa St., SalvacionI Quezon City",,,30,103-960-401-000 VAT,103-960-401-000
DP213136,HARTFORD GENERAL MERCHANDISE,"708 Sabino Padilla St.,Brgy. 290 Zone 27Binondo Manila",,,0,110-639-768-000 NON VAT,
DP213137,"RIDE, INC.","97 Banawe St, Quezon City",,,0,004-708-330-000 VAT,004-708-330-000
DP213138,GAZPAC ENTERPRISE,"1451 D. Jose St. cornerT. Alonzo St., Sta. CruzManila",,,0,102-919-939-000 VAT,102-919-939-000
DP213139,UNIFINE ENTERPRISES,"Rm. 704 Regina Garden IJuan Luna St., BinondoManila",,,60,905-284-274-000 VAT,905-284-274-000
DP213140,GUMABAY AUTO SUPPLY,Manila,,,0,220-422-218-400 NON VAT,
DP213141,ED N' ED PRINTSHOP,Dumaguete,,,0,,
DP213142,CHEMSTAR IMPORT & EXPORT CORPORATION,315 9th Ave. Brgy. 104Zone 9 Grace ParkCaloocan City,,,0,005-774-450-000 VAT,005-774-450-000
DP213143,DIAMOND HOTEL,,,,0,,
DP213144,PREVIA AUTO PARTS CENTER,130 Ramon Magsaysay Ave.Davao City,,,30,004-426-022-000 VAT,004-426-022-000 VAT
DP213145,XGLOBAL TIMES ADVERTISING,Davao City,,,0,900-754-474-003 NON VAT,
DP213146,EDDIEMAR M. GUTIERREZ,H.O.CORPLAN DEPT,,,0,,
DP213147,WINDORE HARDWARE,"Loyola Heights, QuezonCity",,,0,109-347-468-000 VAT,109-347-468-000
DP213148,XXXDANILO R. TEVES,,,,0,,
DP213149,MARILYN TABBON,,,,0,,
DP213150,CALLOR'S AUTO REPAIR SHOP,Quezon City,,,0,219-738-384-000 NON VAT,
DP213151,XXXERYN GAIL T. DULDULAO,,,,0,,
DP213152,NEGROS OCCIDENTAL COCKERS GROUP,Negros,,,0,,
DP213153,FLORENCIO T. DAED,,,,0,,
DP213154,PREMIER CREATIVE PACKAGING INC.,FCIE Compound DasmarinasCavite,,,90,002-134-382-000 VAT,002-134-382-000
DP213155,BLESSEL ART SIGN & GEN. SERVICES,,,,0,122-508-046-000 NV,
DP213156,E.G.D. METAL FABRICATOR,"Honoria Subd. Platero,Binan, Laguna",,,0,223-418-950-000 VAT,223-418-950-000
DP213157,FAIR AND SQUARE MARKETING,,,,0,,
DP213158,LIMKEIT KEI MALL,CDO Depot,,,0,,
DP213159,XXXEMINEL C. BUSTAMANTE,,,,0,,
DP213160,XXXJAY SONZA,,,,0,,
DP213161,DONG REGOROSA,,,,0,,
DP213162,GODOFREDO'S CAR CARE CENTER,Brgy. Utap MaharlikaHighway Tacloban City,,,0,902-743-997 NON VAT,
DP213163,XXXANGELICA MARIE  C. TORRES,,,,0,,
DP213164,JOSEFINA DELA CRUZ,,,,0,,
DP213165,BENNY AUTO SHOP,"Novaliches, Quezon City",,,0,,
DP213166,XXXXIAM GO,,,,0,,
DP213167,UNAHCO INC.,,,,0,,
DP213168,TYNOR AGROVET DIVISION INC.,,,,0,,
DP213169,SAGUPAAN SUPERFEEDS,,,,0,,
DP213170,XXXSIMEON LALATA,,,,0,,
DP213171,XXX668 MARKETING,Tacloban City,,,0,,
DP213172,ALLIED BANK,,,,0,,
DP213173,XXXED FLORES,,,,0,,
DP213174,DODOY GUAZON,,,,0,,
DP213175,PASTRY BIN,,,,0,,
DP213176,XXXMARIFE S. MACASU,,,,0,,
DP213177,BAYVIEW HOTEL DEVELOPMENT CORP.,"1118 Roxas Boulevard,cor. U.N. AvenueErmita Manila",,,0,001-160-778-000 VAT,001-160-778-000
DP213178,PHILIPPINE INSTITUTE FOR SUPPLY MANAGEMENT,PSE CENTER ORTIGAS AVE.PASIG CITY,,,0,000-492-233-000,
DP213179,LESLEY ERIN CASTILLO & CHRISTOPHER MEOLI,,,,0,,
DP213180,MINAMI MANUFACTURING CORP.,#25 Pacific St. CruzSubd. Baesa Q.C.,,,0,,
DP213181,CARMINA A. DELEGENCIA,,,,0,,
DP213182,SUPER MOTOR SHOP,Valencia City,,,0,,
DP213183,CORINTHIAN HILLS,,,,0,,
DP213184,RENE MARKETING AND AUTO PARTS,4 M. C. Briones St.Ibabao Mandaue City,,,0,202-295-577-000 VAT,202-295-577-000
DP213185,RIZAL DISRAELI RAMOS,,,,0,,
DP213186,MODA FURNACIA,,,,0,,
DP213187,XXXCRISTINA D. SANTOS,,,,0,,
DP213188,"HYUNDAI COMMONWEALTH, INC.","43 Commonwealth Ave.,Brgy. Holy Spirit,DilimanQuezon City",,,0,,
DP213189,SRK GENERAL MERCHANDISE,"Aurora Blvd., Marilag,D3, Quezon City",,,0,146-373-736-000 NON VAT,
DP213190,BENEW DESIGNS,28th flr. Cityland PasongTamo 2210 Chino Roces AveMakati Philippines,,,0,007-561-229-000 VAT,007-561-229-000
DP213191,UST CEDRES,,,,0,,
DP213192,BERNADETTE O. PULIDO,PA - North Luzon Area,,,0,,
DP213193,CENTREX CORPORATION,"Shaw Blvd. cor 206 PilarSt., Mandaluyong City",,,0,000-111-016 VAT,000-111-016
DP213194,BNC INGREDIENTS CORPORATION,"Sen. Gil Puyat Ave.,Makati City",,,30,221-228-286-000 VAT,221-228-286-000
DP213195,COMGLASCO AGUILA GLASS CORPORATION,046 Kolambog LapasanCagayan de Oro City,,,0,000-068-957-010 VAT,000-068-957-010
DP213196,ARMONY ENTERPRISES,,,,0,,
DP213197,ABENSON VENTURES INC,UGF Farmers Plaza CtrD3 Quezon City,,,0,004-149-434-042 VAT,004-149-434-042
DP213198,GYRIL S. OPISO,PA - NORTH CEBU,,,0,,
DP213199,RODNEY A. TORREFRANCA,PA - SOUTH CEBU / BOHOL,,,0,,
DP213200,CHANTAL MARKETING,Rm. 509 Evekal Bldg.A. Arnaiz Ave. MakatiCity,,,0,110-123-560-000 VAT,110-123-560-000
DP213201,FIRST GUSA CALTEX SERVICE STATION,Cagayan de Oro City,,,0,,
DP213202,"C.A. ROQUE MACHINE SHOP, INC.","Timog Ave., Quezon City",,,0,000-405-964-000 VAT,000-405-964-000
DP213203,MERCEDITA B. SALAC,"1895 Sen.Lorenzo SumulongMemorial Circle, Brgy.SanJose, Antipolo City",,,0,,
DP213204,MARINE RESOURCES DEV'T. CORP.,"2/F W.Tower, 39th St.,Bonifacio TriangleBonifacio Global City",,,30,000-391-487-000 VAT,000-391-487-000
DP213205,CONDES AUTO REPAIR SHOP,"St. Vincent Village,Tangub Bacolod City",,,0,077-140-774-542 NV,
DP213206,E.J.S AUTO ELECTRICAL & VULCANIZING SHOP,Quezon City,,,0,243-769-429-000 NON VAT,
DP213207,JERON A. AQUINO,,,,0,,
DP213208,TWO SIX EIGHT CORPORATION,Davao City,,,0,,
DP213209,BIGBANG MARKETING,#54 BMA Ave. TatalonQuezon City,,,90,296-235-002-000 VAT,296-235-002-000
DP213210,EMELINE TANCO,,,,0,,
DP213211,"LKD & E, INC.",#115 Mother Ignacia Ave.Quezon City,,,0,204-235-540-001 VAT,204-235-540-001
DP213212,MARKGAS CENTRUM,"Cubao, Q. C.",,,0,,
DP213213,BLAST AUTO SUPPLY,Paso de Blas RoadValenzuela City,,,0,288-162-707-000 VAT,288-162-707-000
DP213214,BENNY ONG,,,,0,,
DP213215,MONALISA BAATEN,,,,0,,
DP213216,XXXMARLON T. HANGDAAN,,,,0,,
DP213217,SERAFIN S. CELESTIAL,,,,0,,
DP213218,BENJAMIN CRUZ,,,,0,,
DP213219,XXXCAMIL M. REYES,BINAN,,,0,,
DP213220,MYLENE C. LIWAG,,,,0,,
DP213221,SHEKINAH GLORY ENTERPRISES,"Licdan, Cagayan de Oro",,,0,945-039-936-000,
DP213222,TONG'S,"Binondo, Manila",,,0,,
DP213223,XXXELENOR C. MANANGUIT,purchasing binan,,,0,,
DP213224,JEALENIE C. CAPILI,corplan,,,0,,
DP213225,MEDIC-PRO CORP,Natalia I Bldg. MarcosHighway Antipolo CityRizal,,,0,205-141-020-000 VAT,205-141-020-000
DP213226,RAYMUNDO N. JUNIO JR.,PA - Pangasinan Area,,,0,,
DP213227,MOTOR MATE SPAREPARTS,,,,0,005-897-428-000,
DP213228,SAN BRUNO LUMBER,,,,0,,
DP213229,"HERVIC CONSTRUCTION & INDUSTRIAL SUPPLY, INC.","19 V. Luna Road, DilimanQuezon City",,,0,211-660-991-000 VAT,211-660-991-000
DP213230,VIOLETA H. CUARTO  AKA  TITA HERNANDO,Employee of QC BusinessPermits & License office,,,0,,
DP213231,CEBU MASSIVE AUTO PARTS,Cebu,,,0,,
DP213232,XXXXXMAD ZAYED C. NANI,,,,0,,
DP213233,JOEL R. SABILLO SR.,,,,0,,
DP213234,RONNIE V. HANIO,P.A.,,,0,,
DP213235,XXXCHRISTIE JAE  M. GERSANIVA,new PA,,,0,,
DP213236,KRISTOFFER A. VILLEGAS,new PA,,,0,,
DP213237,JOINT VENTURE W/ E.LACSON,BACOLOD,,,0,,
DP213238,SERVTECH ENTERPRISE,"97 13th Ave., Cubao,Quezon City",,,0,144-837-058-000 NON VAT,
DP213239,ROSENELL AUTO SUPPLY & GEN. MERCHANDISE,"1572-A Old Antipolo St.,Sta. Cruz, Manila",,2564287,0,235-913-691-000-VAT,235-913-691-000-VAT
DP213240,MF AUTO PARTS & HARDWARE,"Osmena, Cagayan de Oro",,,0,176-174-823-000,
DP213241,GLASSLINE AUTO GLASS,"Gusa, CDO",,,0,148-574-351-000,
DP213242,XXXMARK ANTHONY STA MARIA,,,,0,,
DP213243,GOLDEN CITY AUTO PARTS & HARDWARE INC.,"Osmena, Cagayan de Oro",,,0,004-994-287-000,
DP213244,GERSON DALID,,,,0,,
DP213245,CUETO'S TRADING,,,,0,,
DP213246,XXXCRISANTO M. LLORENTE,,,,0,,
DP213247,"TRIPLE V WORLDWIDE LOGISTICS, INC.","#375 Calle Escolta,Binondo, Manila",,,0,,
DP213248,"WHITE ROCK BEACH RESORT HOTEL, INC.",Subic,,,0,,
DP213249,KASAMA AGRI PRODUCTS AND SERVICES INC,,,,0,234-298-734-000,
DP213250,GERAINT LLOYD C. ORTIZ,OTC-Chain MerchandiserGensan/Cotabato area,,,0,,
DP213251,MONTANO D. BATHAN JR.,,,,0,,
DP213252,XXXXORIA ANNE  C. VILLANUEVA,,,,0,,
DP213253,M. VARGAS CALIBRATION SERVICES,Iloilo City,,,0,102-266-612-000 VAT,102-266-612-000
DP213254,STICKAZONE WORX,,,,0,,
DP213255,CHRISTOPHER Z. AZARCON,,,,0,,
DP213256,BAGUIO ARCA GEN. MDSE.,,,,0,,
DP213257,CUPIDS TRADING,,,,0,,
DP213258,RUGEE J. GUARDAMANO,Merchandizer - Neg. Occ.,,,0,,
DP213259,ERICZON I. DAVIS,Merchandizer - Neg. Or.,,,0,,
DP213260,SOGO HOME AND OFFICE CENTER,"Ground Floor #39 AlimallAraneta Center, Cubao,Q.C.",,,0,008-651-763-016 VAT,008-651-763-016
DP213261,"PHIL. FEDERATION OF GAMEFOWL BREEDERS, INC.","144 Pasig Blvd.,Pasig City",,,0,,
